Date,Open,High,Low,AdjClose,Volume
4/21/2022,21.6769,22.3588,19.9703,20.1528,657188831
4/22/2022,20.2727,20.4555,19.471,19.486,625645813
4/25/2022,19.1733,19.9153,19.0675,19.8724,642523145
4/26/2022,19.6887,19.7585,18.6423,18.7601,654117313
4/27/2022,18.5703,19.1383,18.2626,18.3875,500205613
4/28/2022,18.9387,20.0072,18.4621,19.7525,571177921
4/29/2022,19.373,20.0984,18.4895,18.5195,501181807
5/2/2022,18.513,19.545,18.3635,19.504,572902461
5/3/2022,19.371,19.7955,19.1045,19.573,476460897
5/4/2022,19.8934,20.3695,18.7231,20.3036,649823044
5/5/2022,19.8374,19.8954,18.4725,18.8159,627266208
5/6/2022,18.7081,19.483,17.9632,18.6473,634241913
5/9/2022,18.0071,18.2276,16.8018,16.9247,645416356
5/10/2022,17.6626,18.1707,16.9994,17.569,762610788
5/11/2022,17.3212,17.7265,16.5433,16.6052,671167252
5/12/2022,16.195,16.763,15.5438,16.151,709786145
5/13/2022,16.763,17.9017,16.5678,17.6796,671437134
5/16/2022,17.483,17.7615,17.0804,17.2384,522224236
5/17/2022,18.0471,18.3435,17.6079,18.1498,586704059
5/18/2022,17.6786,18.0911,16.8388,16.9127,545974711
5/19/2022,16.9117,17.6606,16.709,17.0984,622236893
5/20/2022,17.3063,17.384,15.7316,16.6691,740208372
5/23/2022,16.2498,16.8898,16.155,16.8728,640843722
5/24/2022,16.4854,16.5723,15.7566,16.13,589428429
5/25/2022,15.996,17.0854,15.9761,16.9496,782297737
5/26/2022,16.012,18.0651,15.998,17.8244,998061905
5/27/2022,18.1588,18.8528,18.0731,18.783,739481379
5/31/2022,18.9516,19.1713,18.3225,18.6443,665090677
6/1/2022,18.6961,19.0247,18.0951,18.2926,545326585
6/2/2022,18.2646,19.59,18.1707,19.563,649623917
6/3/2022,19.053,19.3035,18.494,18.6921,599672375
6/6/2022,19.1105,19.3082,18.5366,18.7581,423036590
6/7/2022,18.4445,18.9716,18.1608,18.8977,389494563
6/8/2022,18.775,19.1554,18.5114,18.6242,363717725
6/9/2022,18.4574,18.9087,18.0179,18.0249,396080453
6/10/2022,17.5777,17.6743,16.8474,16.9522,466246079
6/13/2022,15.9794,16.2912,15.5861,15.627,604927199
6/14/2022,15.7109,16.0454,15.3922,15.8158,470281100
6/15/2022,16.0744,16.8464,15.9057,16.5058,564657957
6/16/2022,15.8397,15.922,15.3812,15.5811,546447682
6/17/2022,15.628,15.9745,15.3083,15.8597,631141322
6/21/2022,16.4534,16.9861,16.386,16.5448,483707636
6/22/2022,16.2053,16.6407,16.1594,16.3391,438558441
6/23/2022,16.4973,16.5638,15.8327,16.2043,464273486
6/24/2022,16.4789,17.118,16.2892,17.104,472757578
6/27/2022,17.29,17.308,16.6042,16.8474,428516035
6/28/2022,16.8784,17.18,15.9247,15.9616,462450924
6/29/2022,15.7938,15.7998,15.1507,15.5221,482970092
6/30/2022,15.3413,15.5471,14.8431,15.1397,686948771
7/1/2022,14.8811,15.0436,14.3735,14.5044,578349901
7/5/2022,14.1568,14.9521,14.0368,14.9451,653042978
7/6/2022,14.9909,15.2993,14.7701,15.1107,529743504
7/7/2022,15.4356,15.9247,15.3692,15.8377,493534086
7/8/2022,15.4102,16.0164,15.3692,15.8178,468571153
7/11/2022,15.5061,15.5071,15.0188,15.1327,438950232
7/12/2022,15.2484,15.4112,14.8581,15.0627,459070340
7/13/2022,14.5714,15.3552,14.4464,15.1447,522586830
7/14/2022,15.0887,15.4531,14.7091,15.3523,456819200
7/15/2022,15.6389,15.7619,15.4252,15.7419,386429788
7/18/2022,16.2812,16.8754,15.9814,16.0804,671376270
7/19/2022,16.4649,17.088,16.1514,16.9702,703265693
7/20/2022,16.9253,17.9096,16.7794,17.7842,761511911
7/21/2022,17.8622,18.1207,17.5222,18.0269,557762767
7/22/2022,17.8701,17.9441,17.1145,17.297,537358265
7/25/2022,16.997,17.102,16.6277,17.002,481363267
7/26/2022,16.8674,16.8974,16.4569,16.5118,398374508
7/27/2022,17.01,17.9131,16.8914,17.7673,570506018
7/28/2022,17.952,18.1168,17.4177,17.961,475254222
7/29/2022,17.7902,18.2205,17.6693,18.1397,436018172
8/1/2022,18.1586,18.8219,17.967,18.4174,477079317
